PassengerId,HomePlanet,CryoSleep,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,deck,num,side,Transported
0795_01,0,0,34.0,-20.0,-20.0,-20.0,8.061156591444261,-20.0,5,145,1,False
0796_01,1,1,28.0,-20.0,-20.0,-20.0,-20.0,-20.0,3,28,1,True
0797_01,0,0,29.0,-20.0,-20.0,-20.0,-20.0,7.638087115458402,5,146,1,False
0798_01,2,1,38.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,147,1,True
0799_01,1,0,3.0,-20.0,10.060510303371517,1.6759677346873627,8.913445765234284,1.4354692507258628,0,6,0,False
0802_01,2,1,1.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,148,1,True
0805_01,1,0,36.0,-20.0,12.146782482969451,5.178508235883344,9.212256667690543,0.0,2,29,0,True
0806_01,0,0,31.0,5.950907528477829,-20.0,3.784142300054421,-20.0,8.474613665228793,5,149,1,False
0806_02,0,0,1.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,120,1,True
0808_01,0,0,31.0,5.769135662944229,5.298783000857905,7.753380924984435,-20.0,2.4403690860392695,4,57,1,False
0809_01,2,0,10.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,151,1,True
0809_02,2,0,3.0,8.541199668176846,4.109736292894352,0.0,-20.0,-20.0,5,151,1,False
0809_03,2,0,42.0,7.99885745623608,-20.0,4.3449285610545125,6.617892994788706,-20.0,5,151,1,False
0809_04,2,0,0.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,151,1,True
0811_01,2,0,41.0,8.520117518004001,-20.0,-20.0,-20.0,7.993825154609657,5,152,1,False
0811_02,2,1,0.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,152,1,True
0811_03,2,0,0.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,152,1,True
0813_01,2,1,59.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,169,0,True
0815_01,0,0,13.0,0.7052984768275498,0.0,3.7075163311861585,2.1913894413569,-20.0,4,59,1,False
0816_01,1,0,24.0,-20.0,6.527474923471743,-20.0,10.495367764057672,7.108388509189861,4,60,1,False
0817_01,0,1,20.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,119,0,False
0818_01,1,0,71.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,29,1,True
0819_01,0,1,23.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,121,1,True
0820_01,0,0,15.0,-20.0,4.522943427037779,7.77889116522786,-20.0,1.1293461709907573,5,154,1,True
0820_02,0,0,18.0,7.849153087941456,-20.0,-20.0,-20.0,-20.0,6,122,1,False
0822_01,0,0,19.0,-20.0,7.445941841512374,2.4403690860392695,-20.0,5.7852466166623815,5,156,1,True
0823_01,0,1,4.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,123,1,True
0823_02,0,0,42.0,-20.0,-20.0,7.82673278458903,-20.0,-20.0,6,123,1,True
0824_01,2,0,51.0,7.963264851939241,-20.0,6.77902136016921,4.43701357811497,-20.0,5,158,1,False
0825_01,0,1,13.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,120,0,True
0826_01,0,0,27.0,5.885553638464307,7.655126841916624,-20.0,-20.0,-20.0,4,45,0,True
0828_01,0,0,42.0,7.9126534077776665,-20.0,3.342702213357759,4.522943427037779,-20.0,5,159,1,False
0828_02,0,0,41.0,6.70282725080626,0.7052984768275498,5.032227433625184,2.043720593757007,3.5384934557948426,5,159,1,True
0829_01,0,0,21.0,2.899951292871781,-20.0,9.686427289067437,0.7052984768275498,-20.0,5,170,0,True
0830_01,0,0,31.0,2.8210907216764523,1.6759677346873627,-20.0,7.928547659038025,-20.0,5,171,0,True
0833_01,1,1,36.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,1,0,True
0834_01,0,0,31.0,-20.0,-20.0,-20.0,8.002202801925273,3.58295291362733,5,173,0,False
0835_01,0,0,14.0,4.8516101359468164,-20.0,2.322463480678089,7.064392832404423,5.824706835388955,6,124,1,False
0836_01,2,0,32.0,7.271959489595445,7.753380924984435,4.751009285764482,-20.0,-20.0,5,160,1,False
0839_01,1,0,32.0,-20.0,5.922247163426413,-20.0,-20.0,10.66399873863475,1,30,1,False
0840_01,0,1,27.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,123,0,False
0845_01,1,0,57.0,9.6620035163909,9.82395374761117,-20.0,6.4407687279885195,8.623791731391847,1,31,1,False
0846_01,0,1,13.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,125,1,False
0848_01,2,1,30.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,175,0,True
0848_02,2,1,14.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,175,0,True
0849_01,1,0,27.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,32,1,True
0849_02,1,1,32.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,32,1,True
0850_01,2,1,54.0,-20.0,-20.0,-20.0,-20.0,-20.0,4,62,1,True
0851_01,0,0,23.0,6.172968492457056,6.909435396345665,3.1722217403692636,0.0,2.6458725068107314,5,176,0,False
0853_01,1,1,38.0,-20.0,-20.0,-20.0,-20.0,-20.0,0,9,1,True
0859_01,0,1,32.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,127,1,True
0860_01,0,0,24.0,3.8563469108065487,2.043720593757007,6.686246580405007,-20.0,7.073935467893695,4,48,0,False
0863_01,0,1,36.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,129,1,False
0863_02,0,0,11.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,129,1,False
0863_03,0,1,6.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,129,1,False
0865_01,1,1,36.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,35,1,True
0865_02,1,1,22.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,35,1,True
0867_01,0,0,3.0,0.7052984768275498,8.022116994312714,3.1096634552761317,0.7052984768275498,-20.0,5,163,1,False
0868_01,0,1,37.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,130,1,True
0869_01,0,0,55.0,6.508667466230619,-20.0,7.126836148374865,-20.0,-20.0,5,164,1,False
0870_01,0,0,3.0,5.321585584062937,7.21278890080624,-20.0,5.073755522485841,-20.0,6,126,0,False
0871_01,1,0,20.0,0.7052984768275498,10.540979010803062,-20.0,6.337633563603362,3.7464164736959065,0,10,1,True
0873_01,0,0,16.0,7.676149767051116,-20.0,3.784142300054421,9.59221251148936,5.073755522485841,5,180,0,False
0874_01,0,0,19.0,-20.0,5.793230926558124,7.393636188708744,-20.0,-20.0,5,165,1,False
0875_01,0,0,38.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,131,1,False
0876_01,0,0,35.0,2.6458725068107314,7.725400765794103,4.219651361749046,0.7052984768275498,-20.0,5,166,1,False
0877_01,1,1,33.0,-20.0,-20.0,-20.0,-20.0,-20.0,2,30,0,True
0878_01,2,0,37.0,6.92007369451074,-20.0,1.1293461709907573,7.135971335584741,-20.0,3,31,1,False
0879_01,0,0,46.0,7.909097880299436,-20.0,-20.0,-20.0,1.4354692507258628,4,49,0,False
0881_01,1,0,41.0,9.896413003931853,1.1293461709907573,-20.0,3.7464164736959065,3.5384934557948426,3,32,1,False
0883_01,0,0,13.0,8.062761048955434,1.6759677346873627,2.4403690860392695,3.1096634552761317,-20.0,6,127,0,False
0885_01,0,1,31.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,133,1,False
0885_02,0,1,52.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,133,1,True
0889_01,1,0,48.0,-20.0,-20.0,-20.0,-20.0,-20.0,2,32,0,False
0889_02,1,0,27.0,0.0,12.09203660791306,-20.0,2.4403690860392695,4.368576634854211,2,32,0,True
0890_01,2,0,16.0,5.870595047802678,5.501133286178542,6.759366680397132,2.322463480678089,-20.0,5,184,0,False
0893_01,0,1,32.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,129,0,True
0898_01,0,1,25.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,134,1,False
0899_01,0,0,26.0,-20.0,-20.0,7.782776599067131,-20.0,0.0,5,187,0,True
0899_02,0,1,44.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,130,0,False
0901_01,2,0,32.0,4.245709008894165,-20.0,9.605611047392063,-20.0,-20.0,5,167,1,True
0902_01,0,0,18.0,6.066426411261265,5.450779006841933,-20.0,7.028845652106537,-20.0,5,188,0,True
0903_01,0,1,23.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,135,1,False
0904_01,1,0,44.0,-20.0,9.738959288206255,-20.0,5.676929071869039,8.310283021586775,2,33,0,False
0905_01,2,0,29.0,1.4354692507258628,-20.0,7.054785837347641,7.099074475541772,3.1722217403692636,3,38,0,False
0906_01,0,0,19.0,-20.0,6.944590146755638,7.201235960022389,6.154756693786709,-20.0,5,168,1,True
0907_01,1,0,41.0,-20.0,10.829609432094779,2.043720593757007,11.537961052775124,3.6258747479535396,1,34,0,False
0907_02,1,0,28.0,-20.0,9.040726832623918,7.601200878783009,5.6506512376110045,7.614326697143695,1,34,0,False
0910_01,0,1,19.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,137,1,True
0911_01,2,0,32.0,9.570413500455755,-20.0,7.665676245167091,5.5685995320621355,1.4354692507258628,5,189,0,False
0911_02,2,0,74.0,8.02705380247152,-20.0,7.40122552409886,3.7464164736959065,-20.0,5,189,0,True
0912_01,1,0,31.0,-20.0,11.237038126254927,-20.0,6.8770323457489395,7.145048462956268,1,37,1,True
0913_01,1,0,38.0,-20.0,5.870595047802678,-20.0,10.87438704382069,3.8563469108065487,4,51,0,False
0915_01,0,0,20.0,5.752831025939267,-20.0,-20.0,7.403746452682079,1.1293461709907573,6,138,1,False
0918_01,0,0,24.0,4.245709008894165,-20.0,2.4403690860392695,5.59650887742751,8.736194975936778,4,66,1,False
0919_01,0,0,26.0,3.1096634552761317,4.959964307098966,5.087312699661922,8.080296018860203,6.550633497770384,5,190,0,False
0921_01,0,1,44.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,139,1,False
0922_01,1,1,33.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,35,0,True
0922_02,1,0,31.0,-20.0,8.379236132344845,-20.0,5.847844415616637,8.540036169624214,1,35,0,False
0923_01,1,0,3.0,-20.0,11.29987916435675,-20.0,2.899951292871781,9.547100752819201,2,38,1,True
0923_02,1,1,22.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,38,1,True
0924_01,0,0,33.0,2.7366859571119715,-20.0,8.227976719475262,-20.0,-20.0,4,67,1,False
0925_01,2,0,34.0,6.9129903802958665,-20.0,8.945831038174566,-20.0,-20.0,5,191,0,False
0925_02,2,1,11.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,191,0,True
0925_03,2,1,41.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,191,0,True
0926_01,1,0,30.0,-20.0,11.344602699768114,-20.0,7.3074026215737105,3.49237886176038,1,39,1,True
0926_02,1,0,30.0,-20.0,7.865746072973462,6.271858027858028,9.722361772861015,4.914618792310347,1,39,1,False
0927_01,0,0,25.0,-20.0,6.006485389022731,7.749416436768405,4.138118690288648,3.342702213357759,6,140,1,False
0928_01,0,1,31.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,133,0,True
0930_01,0,0,38.0,7.640228026619131,-20.0,-20.0,5.559166322221866,6.410624043867812,5,192,0,False
0930_02,0,1,15.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,134,0,True
0931_01,0,0,19.0,-20.0,5.950907528477829,5.355074308645604,5.471148211193208,7.263654548136841,5,193,0,True
0932_01,2,1,29.0,-20.0,-20.0,-20.0,-20.0,-20.0,3,39,0,True
0933_01,1,0,30.0,2.8210907216764523,11.994132266254018,-20.0,9.33303693534658,-20.0,2,35,0,True
0933_02,1,0,29.0,-20.0,8.420138592941187,-20.0,9.146553739026174,8.346483110155951,2,35,0,False
0935_01,0,0,36.0,-20.0,2.5475640831566606,-20.0,3.1096634552761317,8.057942437749375,5,194,0,False
0938_01,0,0,24.0,5.885553638464307,-20.0,-20.0,7.605589339563188,-20.0,5,172,1,False
0938_02,0,0,30.0,-20.0,-20.0,8.056332733753019,-20.0,-20.0,4,68,1,True
0938_03,0,0,0.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,143,1,True
0939_01,0,1,15.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,135,0,True
0940_01,0,0,38.0,4.43701357811497,7.830493410264007,-20.0,-20.0,2.7366859571119715,6,136,0,True
0941_01,0,0,13.0,-20.0,2.043720593757007,-20.0,8.479469090446926,-20.0,5,195,0,False
0942_01,2,0,18.0,7.524492358722026,-20.0,7.4311897826269,-20.0,-20.0,5,196,0,False
0944_01,0,0,16.0,8.088198191351834,-20.0,7.990460712737144,-20.0,-20.0,6,137,0,False
0944_02,0,0,8.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,137,0,False
0946_01,0,0,19.0,4.768324019509736,1.6759677346873627,-20.0,6.775112296548331,5.9859074961098955,5,198,0,True
0947_01,0,0,26.0,-20.0,7.215662632153273,-20.0,-20.0,6.072927591038706,6,138,0,False
0949_01,0,1,15.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,140,0,True
0951_01,0,1,38.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,144,1,True
0952_01,2,0,45.0,8.065964744738196,-20.0,8.712506377678984,-20.0,-20.0,5,175,1,False
0953_01,0,0,48.0,-20.0,6.626621634943338,1.1293461709907573,5.83246319048211,6.8401363710294,5,199,0,False
0955_01,0,1,17.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,145,1,False
0956_01,0,0,28.0,-20.0,7.607778609170404,-20.0,1.6759677346873627,-20.0,4,70,1,True
0957_01,2,1,41.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,201,0,True
0960_01,0,0,19.0,1.1293461709907573,-20.0,6.046735925680877,-20.0,7.916200350835454,4,72,1,False
0961_01,0,0,14.0,-20.0,8.078710501850768,2.1913894413569,-20.0,-20.0,6,141,0,True
0964_01,1,1,21.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,36,0,True
0964_02,1,1,48.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,36,0,True
0965_01,2,0,19.0,7.607778609170404,-20.0,7.995504498831394,6.617892994788706,-20.0,5,178,1,False
0966_01,0,0,29.0,8.706265197048486,-20.0,-20.0,5.83246319048211,-20.0,5,179,1,False
0968_01,0,0,20.0,7.9232686531142065,-20.0,-20.0,-20.0,-20.0,4,53,0,False
0969_01,2,1,44.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,202,0,True
0970_01,0,1,19.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,142,0,True
0971_01,0,1,64.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,143,0,False
0972_01,0,0,21.0,-20.0,6.661002650768881,6.698700390678108,8.28703082404605,1.874470954528848,4,54,0,False
0975_01,0,0,32.0,4.5019920909843565,6.673681355570335,7.139003458340219,1.1293461709907573,-20.0,4,56,0,True
0976_01,0,1,20.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,146,1,False
0978_01,0,0,24.0,2.4403690860392695,3.784142300054421,2.1913894413569,-20.0,-20.0,5,203,0,False
0979_01,1,0,44.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,40,1,True
0982_01,0,1,57.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,145,0,True
0982_02,0,0,51.0,-20.0,-20.0,1.4354692507258628,-20.0,-20.0,6,145,0,False
0983_01,0,1,34.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,149,1,True
0984_01,0,0,45.0,-20.0,0.0,2.7366859571119715,-20.0,8.059550389008816,6,150,1,False
0984_02,0,0,24.0,-20.0,-20.0,7.786651736045936,-20.0,-20.0,5,182,1,False
0984_03,0,0,23.0,-20.0,-20.0,7.260875519140626,-20.0,6.682070652338404,6,150,1,False
0984_04,0,1,30.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,150,1,True
0984_05,0,0,20.0,-20.0,2.5475640831566606,-20.0,5.5685995320621355,8.370137484304333,5,182,1,False
0984_06,0,1,22.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,150,1,True
0984_07,0,1,3.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,150,1,False
0984_08,0,1,71.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,150,1,True
0985_01,0,0,18.0,1.874470954528848,-20.0,5.929468869527496,2.6458725068107314,7.75930755551481,4,57,0,True
0987_01,0,0,16.0,1.1293461709907573,-20.0,3.8909488171370126,5.694167953218245,7.227100254520671,5,204,0,False
0988_01,0,0,28.0,-20.0,1.1293461709907573,8.111654432873197,-20.0,-20.0,6,151,1,False
0988_02,0,0,36.0,0.0,7.909097880299436,-20.0,4.43701357811497,5.685575990837514,4,73,1,True
0989_01,0,0,6.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,146,0,False
0990_01,0,0,26.0,-20.0,7.396170408051321,4.219651361749046,1.4354692507258628,5.127168801897708,5,183,1,False
0991_01,0,1,27.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,152,1,False
0992_01,1,0,49.0,3.7464164736959065,9.703953240638388,-20.0,5.957979601403622,5.559166322221866,3,35,1,True
0992_02,1,0,29.0,6.941113647812079,8.166477713689892,-20.0,11.686253819521415,8.668266601782616,3,35,1,False
0992_03,1,0,46.0,8.499930991912098,9.040726832623918,3.0437121565820573,3.288470166104486,-20.0,3,35,1,True
0992_04,1,0,35.0,11.352037716594722,6.60027082925605,-20.0,-20.0,8.766545893324476,3,35,1,False
0992_05,1,1,17.0,-20.0,-20.0,-20.0,-20.0,-20.0,3,35,1,True
0992_06,1,0,37.0,10.388444322976667,7.921504762374304,-20.0,9.050731141542514,5.060057623328745,3,35,1,False
0993_01,0,0,24.0,6.369386313013378,-20.0,-20.0,7.142029158175665,-20.0,5,184,1,False
0994_01,0,1,47.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,153,1,False
0994_02,0,0,26.0,7.585736003169759,0.0,5.153087375670809,2.5475640831566606,5.559166322221866,5,185,1,False
0995_01,1,1,46.0,-20.0,-20.0,-20.0,-20.0,-20.0,2,36,0,True
0997_01,2,0,27.0,6.374608497526049,-20.0,8.070757298220874,3.342702213357759,0.7052984768275498,5,186,1,False
0998_01,1,0,56.0,-20.0,11.234104814416893,-20.0,6.374608497526049,3.8909488171370126,2,37,0,True
1000_01,2,0,18.0,8.078710501850768,-20.0,3.784142300054421,-20.0,-20.0,3,39,0,False
1001_01,0,1,15.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,154,1,False
1002_01,2,0,3.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,187,1,True
1002_02,2,0,42.0,8.319752962490417,-20.0,7.780835172764063,-20.0,1.1293461709907573,5,187,1,False
1002_03,2,1,1.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,187,1,True
1004_01,1,1,56.0,-20.0,-20.0,-20.0,-20.0,-20.0,0,11,1,True
1005_01,0,0,20.0,-20.0,-20.0,1.4354692507258628,2.322463480678089,7.889387105687573,6,156,1,False
1006_01,0,0,21.0,-20.0,-20.0,-20.0,-20.0,7.921504762374304,4,74,1,False
1006_02,0,1,5.0,-20.0,-20.0,-20.0,-20.0,-20.0,4,74,1,True
1006_03,0,0,12.0,-20.0,-20.0,-20.0,-20.0,-20.0,4,74,1,True
1008_01,1,1,39.0,-20.0,-20.0,-20.0,-20.0,-20.0,2,39,1,True
1008_02,1,1,60.0,-20.0,-20.0,-20.0,-20.0,-20.0,2,39,1,True
1011_01,0,0,31.0,8.952048985119383,1.4354692507258628,4.296280880781338,1.874470954528848,-20.0,4,58,0,False
1011_02,0,1,58.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,148,0,False
1012_01,0,1,19.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,149,0,True
1013_01,0,1,29.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,158,1,False
1014_01,2,1,19.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,207,0,True
1015_01,0,0,44.0,-20.0,5.520757476421327,6.445729943801905,7.428716386729659,-20.0,5,189,1,False
1017_01,0,0,20.0,-20.0,2.899951292871781,5.4300952700274445,8.417614713358061,-20.0,5,190,1,False
1018_01,0,1,18.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,150,0,True
1019_01,0,0,36.0,0.0,8.74027711447729,-20.0,0.0,-20.0,5,191,1,True
1020_01,2,1,25.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,208,0,True
1022_01,0,0,15.0,4.271245188779983,1.874470954528848,-20.0,8.18431047911935,-20.0,4,59,0,False
1024_01,0,0,18.0,5.978978828217505,2.6458725068107314,-20.0,8.59825541116438,-20.0,5,209,0,False
1024_02,0,1,0.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,152,0,True
1024_03,0,0,54.0,-20.0,1.6759677346873627,-20.0,7.524492358722026,6.123857732004595,6,152,0,False
1024_04,0,0,0.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,152,0,False
1025_01,0,0,20.0,7.863911653429117,-20.0,5.251971408545627,6.079398116160177,-20.0,5,210,0,False
1026_01,0,1,21.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,159,1,False
1027_01,2,0,8.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,211,0,True
1027_02,2,0,46.0,8.78446858576012,-20.0,4.914618792310347,3.9893883752788972,-20.0,5,211,0,False
1027_03,2,0,31.0,6.254913673446146,-20.0,5.501133286178542,6.50392572655247,2.322463480678089,5,211,0,False
1027_04,2,0,3.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,211,0,True
1029_01,2,1,30.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,212,0,True
1030_01,0,0,23.0,8.360983053252196,-20.0,-20.0,-20.0,2.043720593757007,5,213,0,False
1031_01,0,0,14.0,7.858394586212263,4.959964307098966,-20.0,2.1913894413569,5.1658587912256735,5,194,1,False
1032_01,0,1,25.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,153,0,False
1033_01,0,1,61.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,154,0,True
1034_01,0,0,31.0,-20.0,-20.0,-20.0,7.700983226299454,6.148632164016223,6,155,0,False
1035_01,2,0,13.0,1.4354692507258628,-20.0,9.227142022494581,-20.0,4.020565418446158,5,214,0,True
1036_01,0,1,24.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,161,1,True
1038_01,0,0,47.0,-20.0,6.626621634943338,4.959964307098966,7.285695167992101,-20.0,6,163,1,False
1040_01,0,0,15.0,7.344619328609438,5.793230926558124,4.583832042146423,1.6759677346873627,-20.0,6,164,1,True
1041_01,1,1,46.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,1,0,True
1043_01,0,0,49.0,-20.0,-20.0,8.85411260649311,8.193147100089787,-20.0,5,215,0,False
1045_01,1,0,37.0,-20.0,-20.0,-20.0,-20.0,-20.0,2,38,0,False
1045_02,1,0,44.0,-20.0,9.483167957335926,2.043720593757007,7.963264851939241,11.83415674991297,2,38,0,False
1046_01,0,0,16.0,7.3074026215737105,-20.0,-20.0,-20.0,5.471148211193208,5,196,1,False
1047_01,0,1,58.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,156,0,True
1048_01,0,0,20.0,-20.0,7.386006692300995,7.565607419052786,1.1293461709907573,-20.0,5,216,0,True
1049_01,2,1,36.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,217,0,True
1049_02,2,1,31.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,217,0,True
1051_01,0,0,21.0,0.7052984768275498,7.135971335584741,4.914618792310347,4.802278605744819,5.702705671199803,5,197,1,False
1052_01,0,0,22.0,1.6759677346873627,-20.0,3.288470166104486,-20.0,-20.0,5,198,1,False
1053_01,0,0,27.0,5.943798646875966,-20.0,-20.0,-20.0,6.902298544909293,5,199,1,False
1054_01,0,0,58.0,-20.0,-20.0,7.985399598707035,-20.0,5.127168801897708,5,200,1,True
1056_01,2,1,38.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,218,0,True
1056_02,2,1,30.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,218,0,True
1057_01,1,1,20.0,-20.0,-20.0,-20.0,-20.0,-20.0,2,39,0,True
1058_01,0,0,19.0,-20.0,-20.0,3.58295291362733,4.391796560485724,7.705081310977804,5,201,1,False
1060_01,0,0,57.0,6.196882329514484,3.2317269928308447,5.752831025939267,3.288470166104486,7.729430916276392,6,166,1,False
1062_01,0,0,26.0,-20.0,7.889387105687573,4.271245188779983,-20.0,5.685575990837514,5,219,0,False
1063_01,1,0,38.0,-20.0,9.97120426028674,-20.0,6.577926524201723,8.703134912271501,1,38,0,True
1063_02,1,1,15.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,38,0,True
1065_01,2,1,3.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,202,1,True
1066_01,2,1,35.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,220,0,True
1068_01,0,1,38.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,167,1,False
1071_01,1,0,35.0,7.035375160040657,8.654306329649392,-20.0,2.8210907216764523,4.543560089073652,7,0,0,False
1075_01,1,1,14.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,41,1,True
1075_02,1,1,27.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,41,1,True
1076_01,0,1,25.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,161,0,False
1077_01,0,1,37.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,162,0,False
1078_01,0,0,25.0,4.88349335508715,7.76913216112434,-20.0,-20.0,-20.0,4,60,0,False
1079_01,0,0,41.0,7.623011841823373,-20.0,5.540099079064087,-20.0,6.013276496046069,6,163,0,False
1080_01,2,0,50.0,6.079398116160177,6.715135624094075,8.395987981174423,-20.0,-20.0,5,204,1,False
1082_01,2,0,33.0,7.739457873951476,-20.0,4.543560089073652,7.453261752632484,-20.0,5,205,1,False
1083_01,2,1,27.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,206,1,True
1083_02,2,1,23.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,206,1,True
1083_03,2,0,18.0,7.433658948401449,-20.0,-20.0,8.025410035015552,1.874470954528848,5,206,1,True
1084_01,0,0,31.0,-20.0,0.0,-20.0,2.9739670999406997,8.010533096492663,5,207,1,False
1085_01,0,1,54.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,165,0,False
1086_01,0,1,0.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,166,0,True
1086_02,0,0,11.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,166,0,False
1086_03,0,1,4.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,166,0,False
1086_04,0,0,19.0,-20.0,-20.0,-20.0,7.629491818923027,-20.0,4,61,0,True
1086_05,0,0,7.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,166,0,True
1088_01,0,1,20.0,-20.0,-20.0,-20.0,-20.0,-20.0,6,169,1,False
1089_01,1,1,33.0,-20.0,-20.0,-20.0,-20.0,-20.0,3,41,0,True
1089_02,1,0,26.0,-20.0,7.455693505049716,0.0,7.705081310977804,7.9267900962592135,3,41,0,False
1091_01,2,1,35.0,-20.0,-20.0,-20.0,-20.0,-20.0,5,223,0,True
1093_01,2,0,23.0,9.142645906196343,4.522943427037779,3.1096634552761317,6.013276496046069,-20.0,3,42,0,True
1094_01,0,0,60.0,7.105290583324902,0.7052984768275498,-20.0,-20.0,6.862389306970343,5,224,0,False
1095_01,1,1,34.0,-20.0,-20.0,-20.0,-20.0,-20.0,1,1,0,True
